,time_slot,day_of_week,T,RH,AH,PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),true_label,given_label,true_error
238,afternoon,saturday,19.5,42.3,0.9493,844.0,1036.0,1539.0,766.0,-0.3687586651842005,0.7884498080094123,1
239,afternoon,saturday,19.1,43.8,0.9556,967.0,930.0,1649.0,941.0,-0.0206835485947231,1.2868919899157087,1
240,evening,saturday,18.5,46.3,0.9744,1063.0,856.0,1774.0,1146.0,0.1185464980410675,1.561263833166881,1
241,evening,saturday,17.4,51.6,1.0159,1199.0,734.0,1919.0,1417.0,0.9539267778558131,2.388952226974584,1
242,evening,saturday,17.1,51.3,0.9914,1191.0,733.0,1885.0,1442.0,1.2323868711273949,2.352369314541095,1
243,evening,saturday,16.4,53.8,0.9964,1108.0,785.0,1820.0,1323.0,0.8146967312200221,1.940811549664336,1
244,night,saturday,16.2,55.4,1.0132,973.0,864.0,1712.0,1125.0,0.1185464980410675,0.9713643701768604,0
245,night,saturday,15.9,57.7,1.0356,937.0,905.0,1672.0,1036.0,-0.0206835485947231,0.9073442734182536,0
246,night,sunday,15.7,58.6,1.0396,999.0,835.0,1714.0,1202.0,0.4666216146305448,1.579555289383626,1
247,night,sunday,15.1,60.9,1.0398,872.0,941.0,1577.0,1054.0,-0.0206835485947231,0.8661884969305779,0
248,night,sunday,15.6,56.6,0.9951,823.0,1004.0,1526.0,903.0,-0.3687586651842005,0.4226206836745158,0
249,night,sunday,15.2,57.9,0.9941,836.0,987.0,1554.0,885.0,-0.3687586651842005,0.3860377712410262,0
251,morning,sunday,14.9,60.6,1.0196,711.0,1136.0,1461.0,700.0,-0.7168337817736777,-0.2221531479657391,0
252,morning,sunday,14.5,63.0,1.0316,594.0,1300.0,1390.0,580.0,-0.9952938750452596,-0.7480325141971529,0
253,morning,sunday,14.2,66.2,1.063,687.0,1143.0,1492.0,815.0,-0.925678851727364,-0.2084345558031805,0
254,morning,sunday,14.5,65.3,1.0704,734.0,1062.0,1528.0,1035.0,-0.6472187584557824,0.2031232090735779,0
255,morning,sunday,15.3,62.1,1.073,782.0,996.0,1560.0,1067.0,-0.5079887118199915,0.5003593725956813,1
256,morning,sunday,16.3,59.0,1.0868,862.0,914.0,1633.0,1114.0,-0.2991436418663051,0.870761360984764,1
257,morning,sunday,18.9,49.6,1.07,870.0,911.0,1646.0,1000.0,-0.2295286185484095,0.7701583517926675,0
258,morning,sunday,19.4,46.1,1.0249,883.0,953.0,1617.0,906.0,-0.2295286185484095,0.715283983142433,0
259,afternoon,sunday,20.8,41.6,1.0091,848.0,981.0,1568.0,822.0,-0.1599135952305142,0.5872437896252193,0
260,afternoon,sunday,21.4,40.3,1.0126,742.0,1144.0,1507.0,610.0,-0.5776037351378869,0.0796558796105504,0
261,afternoon,sunday,21.2,39.3,0.9791,916.0,962.0,1669.0,657.0,-0.3687586651842005,0.605535245841964,0
262,afternoon,sunday,20.3,38.0,0.8942,853.0,1060.0,1506.0,647.0,-0.1599135952305142,0.4454850039454469,0
263,afternoon,sunday,19.4,41.3,0.9206,938.0,961.0,1607.0,762.0,0.1185464980410675,0.8936256812556951,0
264,evening,sunday,18.5,43.8,0.9252,1151.0,769.0,1874.0,1122.0,1.1627718478094993,1.9911130542603843,0
265,evening,sunday,17.8,48.1,0.9689,1071.0,823.0,1744.0,1130.0,0.9539267778558131,1.7853341718220053,0
266,evening,sunday,17.9,46.9,0.952,1153.0,769.0,1840.0,1637.0,1.5108469643989766,2.2609120334573705,0
267,evening,sunday,17.4,49.1,0.9688,974.0,883.0,1673.0,1272.0,0.4666216146305448,0.9393543217975572,0
268,night,sunday,17.0,51.7,0.9914,898.0,933.0,1594.0,1098.0,-0.1599135952305142,0.3860377712410262,0
269,night,sunday,16.4,55.1,1.0198,896.0,920.0,1624.0,1066.0,-0.1599135952305142,0.4592035961080055,0
270,night,monday,16.1,60.0,1.0919,815.0,995.0,1582.0,909.0,-0.2991436418663051,0.2305603933986952,0
271,night,monday,15.8,60.5,1.0805,767.0,1050.0,1547.0,818.0,-0.4383736885020959,-0.0712486341775943,0
272,night,monday,16.3,57.0,1.0491,563.0,1417.0,1355.0,472.0,-1.064908898363155,-0.9766757169064632,0
273,night,monday,16.9,53.9,1.0309,468.0,1813.0,1274.0,394.0,-1.204138944998946,-1.2281832398867043,0
275,morning,monday,16.5,53.9,1.0049,472.0,1786.0,1278.0,378.0,-1.2737539683168413,-1.214464647724146,0
276,morning,monday,16.4,54.0,0.9979,586.0,1480.0,1373.0,432.0,-1.064908898363155,-0.7708968344680839,0
277,morning,monday,15.7,57.6,1.0195,768.0,1072.0,1538.0,699.0,-0.6472187584557824,-0.0941129544485254,0
278,morning,monday,15.8,53.7,0.9571,1230.0,732.0,1996.0,1252.0,1.0235418011737087,1.844781404526426,0
279,morning,monday,17.4,42.1,0.8281,1252.0,711.0,1962.0,1237.0,1.093156824491604,1.227444757211288,0
280,morning,monday,17.9,38.4,0.7793,854.0,1032.0,1484.0,772.0,-0.2295286185484095,-0.1672787793155047,0
281,morning,monday,18.5,36.7,0.7764,868.0,1026.0,1509.0,766.0,-0.3687586651842005,-0.0941129544485254,0
282,morning,monday,21.0,29.6,0.7263,964.0,947.0,1577.0,829.0,-0.1599135952305142,-0.0026556733648012,0
283,afternoon,monday,21.3,28.1,0.7067,994.0,955.0,1599.0,783.0,-0.0902985719126186,-0.0392385857982909,0
284,afternoon,monday,21.3,26.1,0.6539,1021.0,952.0,1607.0,822.0,0.0489314747231723,-0.0483843139066633,0
285,afternoon,monday,21.3,26.8,0.6681,1003.0,965.0,1574.0,813.0,-0.0206835485947231,-0.0758214982317805,0
286,afternoon,monday,21.3,24.2,0.606,1034.0,964.0,1544.0,813.0,0.1185464980410675,-0.1581330512071322,0
287,afternoon,monday,20.2,28.5,0.6682,1062.0,928.0,1606.0,850.0,0.3273915679947541,0.1894046169110193,0
288,evening,monday,17.0,43.1,0.8264,1249.0,720.0,1932.0,1276.0,1.1627718478094993,1.3554849507285018,0
289,evening,monday,15.6,47.4,0.8347,1325.0,678.0,1993.0,1401.0,1.5804619877168724,1.4972437364082742,0
290,evening,monday,15.3,47.4,0.8178,1325.0,678.0,1965.0,1356.0,1.6500770110347678,1.4377965037038536,0
291,evening,monday,14.5,49.7,0.8177,1131.0,775.0,1758.0,1243.0,0.8146967312200221,0.7701583517926675,0
292,night,monday,13.9,52.0,0.8231,916.0,920.0,1561.0,1083.0,-0.0902985719126186,0.0979473358272952,0
293,night,monday,14.5,49.4,0.8106,729.0,1142.0,1370.0,795.0,-0.7168337817736777,-0.4782335350001667,0
294,night,tuesday,13.8,51.4,0.8071,700.0,1204.0,1359.0,735.0,-0.8560638284094687,-0.5879822723006356,0
295,night,tuesday,14.0,51.3,0.8163,636.0,1271.0,1309.0,684.0,-0.925678851727364,-0.6474295050050564,0
296,night,tuesday,13.0,56.8,0.8444,621.0,1298.0,1330.0,714.0,-0.9952938750452596,-0.7754696985222701,0
297,night,tuesday,11.0,70.0,0.9215,522.0,1522.0,1285.0,456.0,-1.1345239216810503,-0.999540037177394,0
299,morning,tuesday,8.8,80.5,0.9147,459.0,1908.0,1212.0,361.0,-1.2737539683168413,-1.264766152320194,0
300,morning,tuesday,9.6,75.4,0.9004,567.0,1542.0,1287.0,418.0,-1.1345239216810503,-0.9218013482562286,0
301,morning,tuesday,9.8,75.0,0.9093,745.0,1178.0,1429.0,616.0,-0.7168337817736777,-0.2267260120199253,0
302,morning,tuesday,10.0,74.2,0.9117,1124.0,851.0,1829.0,1089.0,0.6058516612663358,1.510962328570833,0
303,morning,tuesday,11.2,69.7,0.9232,1325.0,684.0,2095.0,1329.0,1.1627718478094993,1.7716155796594466,0
304,morning,tuesday,12.0,62.9,0.8803,1185.0,760.0,1857.0,1311.0,0.8843117545379177,1.0628216512605846,0
305,morning,tuesday,12.8,55.8,0.821,1166.0,792.0,1794.0,1236.0,0.6058516612663358,0.9027714093640674,0
306,morning,tuesday,13.1,54.8,0.8234,1097.0,837.0,1746.0,1147.0,0.3970065913126496,0.4500578679996331,0
307,afternoon,tuesday,13.8,53.4,0.8351,1207.0,770.0,1847.0,1301.0,0.9539267778558131,0.91191713747244,0
308,afternoon,tuesday,16.0,42.4,0.7674,1064.0,881.0,1639.0,1097.0,0.4666216146305448,0.2762890339405572,0
309,afternoon,tuesday,14.1,49.8,0.7971,980.0,924.0,1589.0,900.0,-0.1599135952305142,0.0064900547435711,0
310,afternoon,tuesday,12.0,61.1,0.8537,927.0,944.0,1570.0,781.0,-0.0902985719126186,0.0979473358272952,0
311,afternoon,tuesday,13.6,54.6,0.8465,1111.0,818.0,1719.0,1013.0,0.6058516612663358,0.5232236928666124,0
312,evening,tuesday,13.7,49.5,0.7695,953.0,962.0,1514.0,790.0,-0.1599135952305142,-0.2084345558031805,0
313,evening,tuesday,11.7,57.1,0.7822,1084.0,854.0,1688.0,1059.0,0.3970065913126496,0.5735251974626606,0
314,evening,tuesday,11.5,58.2,0.7867,1126.0,812.0,1722.0,1205.0,0.8146967312200221,0.9073442734182536,0
315,evening,tuesday,12.6,54.2,0.7881,884.0,1006.0,1487.0,975.0,-0.2991436418663051,-0.0986858185027116,0
316,night,tuesday,12.0,54.9,0.7664,776.0,1141.0,1375.0,896.0,-0.5776037351378869,-0.505670719325284,0
317,night,tuesday,11.0,61.4,0.8057,782.0,1105.0,1425.0,911.0,-0.5776037351378869,-0.3181832931036495,0
318,night,wednesday,11.1,62.2,0.8199,756.0,1137.0,1411.0,902.0,-0.6472187584557824,-0.2998918368869047,0
319,night,wednesday,10.8,62.5,0.8082,744.0,1151.0,1405.0,832.0,-0.7168337817736777,-0.5193893114878425,0
320,night,wednesday,11.3,60.0,0.8025,634.0,1320.0,1326.0,715.0,-0.8560638284094687,-0.7434596501429667,0
321,night,wednesday,10.6,61.6,0.7856,551.0,1493.0,1272.0,683.0,-1.064908898363155,-1.063560133936001,0
323,morning,wednesday,10.9,58.6,0.7628,522.0,1572.0,1255.0,648.0,-1.064908898363155,-0.999540037177394,0
324,morning,wednesday,10.8,57.2,0.7382,561.0,1496.0,1255.0,612.0,-0.925678851727364,-0.7160224658178493,0
325,morning,wednesday,10.4,59.2,0.7455,751.0,1186.0,1403.0,800.0,-0.6472187584557824,-0.2998918368869047,0
326,morning,wednesday,11.0,57.3,0.7501,1109.0,832.0,1706.0,1173.0,0.6754666845842314,1.245736213428033,0
327,morning,wednesday,11.2,56.9,0.7565,1395.0,652.0,2080.0,1519.0,1.5804619877168724,2.224329121023881,0
328,morning,wednesday,12.1,54.9,0.7734,1124.0,762.0,1770.0,1287.0,0.8843117545379177,0.9485000499059296,0
329,morning,wednesday,15.1,44.3,0.7535,898.0,950.0,1505.0,966.0,-0.2991436418663051,0.1253845201524124,0
330,morning,wednesday,15.6,40.6,0.7146,842.0,1012.0,1440.0,828.0,-0.4383736885020959,-0.0575300420150357,0
331,afternoon,wednesday,16.9,34.6,0.6597,927.0,959.0,1477.0,825.0,-0.2991436418663051,0.0339272390686883,0
332,afternoon,wednesday,16.6,35.6,0.6697,1009.0,879.0,1566.0,872.0,0.0489314747231723,0.271716169886371,0
334,afternoon,wednesday,9.6,81.1,0.972,1028.0,829.0,1730.0,1002.0,0.3970065913126496,1.2777462618073363,0
335,afternoon,wednesday,11.7,69.1,0.9497,1096.0,774.0,1783.0,1159.0,0.4666216146305448,1.1085502918024468,0
336,evening,wednesday,10.7,68.5,0.8794,1050.0,828.0,1722.0,979.0,0.3970065913126496,0.6832739347631296,0
337,evening,wednesday,10.7,67.3,0.8643,1302.0,681.0,2008.0,1311.0,1.6500770110347678,1.7853341718220053,0
338,evening,wednesday,10.8,65.7,0.8486,1130.0,795.0,1744.0,1071.0,0.9539267778558131,0.7427211674675502,0
339,evening,wednesday,10.3,66.3,0.8336,955.0,928.0,1571.0,899.0,0.3273915679947541,0.3128719463740469,0
340,night,wednesday,10.1,66.9,0.8248,809.0,1064.0,1435.0,766.0,-0.2991436418663051,-0.2907461087785322,0
341,night,wednesday,10.4,61.1,0.7717,739.0,1186.0,1354.0,589.0,-0.5776037351378869,-0.6291380487883115,0
342,night,thursday,10.3,59.9,0.7516,737.0,1168.0,1341.0,631.0,-0.5776037351378869,-0.5193893114878425,0
343,night,thursday,11.0,58.4,0.7686,621.0,1400.0,1249.0,479.0,-0.7864488050915732,-0.6428566409508701,0
344,night,thursday,9.1,68.1,0.789,568.0,1450.0,1253.0,479.0,-0.9952938750452596,-0.953811396635532,0
345,night,thursday,9.5,68.2,0.8091,538.0,1564.0,1224.0,417.0,-0.9952938750452596,-0.8669269796059942,0
346,night,thursday,9.3,72.3,0.8496,490.0,1707.0,1212.0,378.0,-1.1345239216810503,-1.1550174150197252,0
347,morning,thursday,9.9,66.8,0.8152,457.0,1935.0,1158.0,344.0,-1.1345239216810503,-1.063560133936001,0
348,morning,thursday,7.6,83.2,0.8695,540.0,1604.0,1268.0,413.0,-1.064908898363155,-0.994967173123208,0
349,morning,thursday,8.1,79.0,0.8544,697.0,1260.0,1383.0,605.0,-0.7168337817736777,-0.3319018852662081,0
350,morning,thursday,8.7,74.6,0.8429,1035.0,902.0,1721.0,991.0,0.3970065913126496,0.957645778014302,0
351,morning,thursday,8.6,75.1,0.8415,1235.0,740.0,1937.0,1175.0,0.9539267778558131,1.1085502918024468,0
352,morning,thursday,9.7,69.7,0.8389,933.0,969.0,1552.0,923.0,0.1185464980410675,0.1025201998814814,0
353,morning,thursday,11.0,64.4,0.8447,849.0,1039.0,1468.0,829.0,-0.3687586651842005,-0.2038616917489943,0
354,morning,thursday,13.6,53.0,0.8209,809.0,1081.0,1442.0,733.0,-0.5776037351378869,-0.3822033898622564,0
355,afternoon,thursday,14.2,48.4,0.778,935.0,958.0,1570.0,819.0,-0.0902985719126186,-0.0209471295815461,0
356,afternoon,thursday,14.2,46.3,0.7438,907.0,976.0,1492.0,723.0,-0.1599135952305142,-0.3319018852662081,0
357,afternoon,thursday,16.0,41.3,0.7462,924.0,986.0,1501.0,786.0,-0.1599135952305142,-0.1215501387736426,0
358,afternoon,thursday,17.7,35.4,0.7094,982.0,939.0,1545.0,850.0,0.0489314747231723,-0.0255199936357323,0
359,afternoon,thursday,17.1,37.4,0.7225,957.0,968.0,1527.0,820.0,-0.0902985719126186,-0.0392385857982909,0
360,evening,thursday,14.9,40.5,0.6835,1137.0,836.0,1748.0,991.0,0.5362366379484403,0.5918166536794055,0
361,evening,thursday,13.4,47.8,0.7293,1418.0,666.0,2060.0,1454.0,2.137382174260036,1.5201080566792051,0
362,evening,thursday,12.6,52.5,0.7642,1341.0,692.0,1982.0,1488.0,1.719692034352663,1.27317339775315,0
363,evening,thursday,12.2,53.2,0.7555,989.0,904.0,1539.0,1205.0,0.2577765446768585,0.3311634025907917,0
364,night,thursday,10.6,56.1,0.714,798.0,1083.0,1376.0,909.0,-0.4383736885020959,-0.441650622566677,0
365,night,thursday,9.9,59.5,0.7276,736.0,1154.0,1324.0,769.0,-0.6472187584557824,-0.6017008644631943,0
366,night,friday,9.6,61.1,0.7323,787.0,1098.0,1373.0,835.0,-0.2991436418663051,-0.286173244724346,0
367,night,friday,9.7,61.6,0.7425,753.0,1131.0,1357.0,793.0,-0.5079887118199915,-0.395921982024815,0
368,night,friday,9.4,62.6,0.7398,690.0,1208.0,1313.0,733.0,-0.6472187584557824,-0.6245651847341253,0
369,night,friday,8.2,68.5,0.7455,561.0,1449.0,1219.0,502.0,-1.064908898363155,-1.1367259588029803,0
370,night,friday,8.0,69.4,0.7459,602.0,1398.0,1263.0,562.0,-0.9952938750452596,-0.8486355233892494,0
371,morning,friday,7.7,72.4,0.7655,654.0,1210.0,1312.0,832.0,-0.925678851727364,-0.7251681939262218,0
372,morning,friday,8.0,71.8,0.7711,713.0,1130.0,1363.0,924.0,-0.8560638284094687,-0.4828063990543529,0
373,morning,friday,8.5,66.3,0.7375,842.0,1015.0,1438.0,974.0,-0.3687586651842005,0.0522186952854331,0
374,morning,friday,9.8,59.6,0.7214,1201.0,783.0,1828.0,1307.0,0.8843117545379177,1.0994045636940744,0
375,morning,friday,11.2,57.0,0.7544,1278.0,682.0,1928.0,1481.0,1.1627718478094993,1.360057814782688,0
376,morning,friday,14.8,44.1,0.7407,1142.0,772.0,1747.0,1405.0,0.6754666845842314,0.8844799531473226,0
377,morning,friday,16.8,35.3,0.6729,1098.0,826.0,1664.0,1195.0,0.3970065913126496,0.4409121398912606,0
378,morning,friday,19.2,27.1,0.5976,1014.0,948.0,1503.0,868.0,-0.0902985719126186,-0.0529571779608495,0
379,afternoon,friday,19.1,26.2,0.5741,1068.0,915.0,1535.0,874.0,0.1185464980410675,-0.0209471295815461,0
380,afternoon,friday,16.3,30.8,0.5683,916.0,1015.0,1391.0,738.0,-0.1599135952305142,-0.4645149428376081,0
381,afternoon,friday,14.2,36.8,0.5922,776.0,1152.0,1279.0,550.0,-0.5776037351378869,-0.6794395533843598,0
382,afternoon,friday,13.4,41.0,0.6292,933.0,976.0,1454.0,777.0,-0.1599135952305142,-0.0803943622859667,0
383,afternoon,friday,14.2,43.3,0.6982,1023.0,886.0,1588.0,966.0,0.1185464980410675,0.3174448104282331,0
384,evening,friday,12.1,45.6,0.6403,1037.0,868.0,1580.0,990.0,0.188161521358963,0.2625704417779986,0
385,evening,friday,10.4,48.0,0.6046,1063.0,876.0,1540.0,944.0,0.3970065913126496,0.2625704417779986,0
386,evening,friday,10.0,51.1,0.628,1000.0,916.0,1490.0,962.0,0.3273915679947541,0.1345302482607848,0
387,evening,friday,9.8,50.8,0.6172,811.0,1097.0,1308.0,778.0,-0.4383736885020959,-0.5010978552710977,0
388,night,friday,9.7,50.4,0.6063,743.0,1185.0,1252.0,690.0,-0.6472187584557824,-0.7205953298720356,0
389,night,friday,9.9,50.2,0.6103,715.0,1237.0,1258.0,644.0,-0.7168337817736777,-0.6337109128424977,0
390,night,saturday,9.4,53.4,0.63,776.0,1144.0,1307.0,753.0,-0.4383736885020959,-0.4096405741873736,0
391,night,saturday,8.6,57.8,0.6488,664.0,1290.0,1232.0,646.0,-0.7864488050915732,-0.7800425625764563,0
392,night,saturday,8.1,62.1,0.6746,736.0,1142.0,1312.0,838.0,-0.6472187584557824,-0.2953189728327184,0
393,night,saturday,7.9,63.5,0.6777,699.0,1191.0,1292.0,851.0,-0.7168337817736777,-0.3867762539164425,0
395,morning,saturday,8.2,58.9,0.6444,578.0,1417.0,1212.0,665.0,-0.925678851727364,-0.8943641639311114,0
396,morning,saturday,6.3,66.6,0.641,615.0,1373.0,1250.0,717.0,-0.8560638284094687,-0.8029068828473873,0
397,morning,saturday,7.2,62.9,0.6396,669.0,1270.0,1266.0,795.0,-0.7168337817736777,-0.6154194566257528,0
398,morning,saturday,7.2,63.9,0.65,842.0,1050.0,1418.0,936.0,-0.4383736885020959,0.0613644233938055,0
399,morning,saturday,11.1,50.5,0.6654,919.0,922.0,1530.0,1076.0,-0.2295286185484095,0.2397061215070676,0
400,morning,saturday,15.5,36.1,0.6313,966.0,942.0,1520.0,1016.0,-0.0206835485947231,0.2579975777238124,0
401,morning,saturday,17.8,29.2,0.592,955.0,992.0,1451.0,834.0,-0.0206835485947231,0.0476458312312469,0
402,morning,saturday,17.6,30.1,0.6013,940.0,994.0,1449.0,756.0,-0.1599135952305142,-0.1809973714780633,0
403,afternoon,saturday,19.1,26.8,0.5861,979.0,950.0,1467.0,766.0,-0.0206835485947231,-0.2084345558031805,0
404,afternoon,saturday,17.7,28.6,0.5735,1072.0,888.0,1596.0,905.0,0.2577765446768585,0.2122689371819504,0
405,afternoon,saturday,17.8,28.4,0.5737,883.0,1051.0,1357.0,765.0,-0.1599135952305142,-0.2953189728327184,0
406,afternoon,saturday,18.7,26.0,0.5555,1042.0,934.0,1538.0,830.0,0.0489314747231723,0.1665402966400883,0
407,afternoon,saturday,17.1,31.3,0.6038,1022.0,916.0,1508.0,853.0,0.1185464980410675,0.0385001031228745,0
408,evening,saturday,15.8,36.1,0.644,1062.0,886.0,1586.0,981.0,0.3970065913126496,0.4546307320538193,0
409,evening,saturday,14.7,40.1,0.6657,1079.0,827.0,1621.0,1286.0,0.6058516612663358,0.8936256812556951,0
410,evening,saturday,13.6,44.9,0.6991,1057.0,841.0,1633.0,1244.0,0.4666216146305448,0.6741282066547571,0
411,evening,saturday,12.5,48.1,0.6946,930.0,948.0,1475.0,1056.0,0.0489314747231723,0.1711131606942745,0
412,night,saturday,11.8,50.8,0.7042,848.0,1023.0,1421.0,1003.0,-0.3687586651842005,-0.0118014014731736,0
413,night,saturday,10.9,56.1,0.7326,924.0,906.0,1483.0,1245.0,-0.0206835485947231,0.5506608771917296,0
414,night,sunday,10.9,55.9,0.7277,937.0,930.0,1464.0,1200.0,0.1185464980410675,0.8341784485512744,0
415,night,sunday,10.3,58.1,0.7278,912.0,939.0,1451.0,1188.0,0.1185464980410675,0.7472940315217365,0
416,night,sunday,9.3,62.2,0.7294,827.0,1013.0,1395.0,1070.0,-0.2991436418663051,0.1116659279898538,0
417,night,sunday,8.2,66.7,0.7276,911.0,935.0,1501.0,1075.0,0.0489314747231723,0.1848317528568331,0
418,night,sunday,8.3,64.9,0.7124,769.0,1110.0,1396.0,895.0,-0.5776037351378869,-0.4599420787834218,0
419,morning,sunday,9.6,58.5,0.7,626.0,1325.0,1284.0,755.0,-0.925678851727364,-1.1001430463694908,0
420,morning,sunday,7.7,66.4,0.699,688.0,1251.0,1342.0,806.0,-0.7168337817736777,-0.5834094082464494,0
421,morning,sunday,7.4,68.0,0.7043,691.0,1219.0,1321.0,836.0,-0.5079887118199915,-0.528535039596215,0
422,morning,sunday,9.7,58.6,0.7035,747.0,1136.0,1382.0,897.0,-0.5776037351378869,-0.395921982024815,0
423,morning,sunday,12.5,50.1,0.7242,880.0,959.0,1486.0,1073.0,-0.1599135952305142,0.2397061215070676,0
424,morning,sunday,16.8,36.9,0.7018,938.0,918.0,1501.0,1088.0,0.1185464980410675,0.4912136444873089,0
425,morning,sunday,19.2,31.3,0.6887,958.0,933.0,1514.0,1036.0,0.1185464980410675,0.4546307320538193,0
426,morning,sunday,21.3,26.4,0.6607,887.0,1020.0,1438.0,768.0,-0.2295286185484095,0.0156357828519435,0
427,afternoon,sunday,21.2,23.1,0.5768,796.0,1159.0,1287.0,587.0,-0.5079887118199915,-0.528535039596215,0
428,afternoon,sunday,18.6,25.0,0.5319,700.0,1285.0,1189.0,452.0,-0.7864488050915732,-0.839489795280877,0
429,afternoon,sunday,18.0,27.3,0.5594,754.0,1189.0,1260.0,470.0,-0.5079887118199915,-0.4965249912169115,0
430,afternoon,sunday,18.2,28.3,0.5848,727.0,1213.0,1244.0,502.0,-0.5776037351378869,-0.5651179520297046,0
431,afternoon,sunday,17.0,31.4,0.6048,714.0,1217.0,1238.0,516.0,-0.5776037351378869,-0.5376807677045874,0
432,evening,sunday,15.6,35.0,0.617,746.0,1174.0,1301.0,555.0,-0.5079887118199915,-0.4507963506750495,0
433,evening,sunday,14.1,40.2,0.6438,823.0,1068.0,1357.0,671.0,-0.1599135952305142,0.0156357828519435,0
434,evening,sunday,13.4,43.2,0.6623,789.0,1102.0,1329.0,788.0,-0.2295286185484095,-0.0803943622859667,0
435,evening,sunday,12.3,46.8,0.6686,669.0,1261.0,1246.0,538.0,-0.7168337817736777,-0.6520023690592425,0
436,night,sunday,11.9,46.5,0.6449,666.0,1266.0,1224.0,544.0,-0.7168337817736777,-0.6885852814927321,0
437,night,sunday,11.5,46.6,0.6319,648.0,1300.0,1204.0,500.0,-0.7168337817736777,-0.7708968344680839,0
438,night,monday,10.6,48.0,0.6135,598.0,1396.0,1156.0,417.0,-0.8560638284094687,-1.017831493394139,0
439,night,monday,10.7,45.8,0.5895,524.0,1588.0,1071.0,341.0,-1.064908898363155,-1.3379319771871734,0
440,night,monday,10.4,46.6,0.5901,509.0,1643.0,1076.0,352.0,-1.1345239216810503,-1.2373289679950767,0
441,night,monday,10.1,47.8,0.5913,524.0,1557.0,1095.0,397.0,-0.9952938750452596,-0.9903943090690216,0
442,night,monday,11.3,46.9,0.628,516.0,1496.0,1153.0,502.0,-1.064908898363155,-1.127580230694608,0
443,morning,monday,10.1,51.2,0.6341,559.0,1441.0,1180.0,648.0,-0.9952938750452596,-0.9721028528522768,0
444,morning,monday,9.9,50.7,0.6167,643.0,1309.0,1232.0,760.0,-0.8560638284094687,-0.752605378251339,0
445,morning,monday,8.1,56.8,0.615,1125.0,844.0,1687.0,1183.0,0.5362366379484403,0.9073442734182536,0
446,morning,monday,10.9,44.1,0.5748,1289.0,714.0,1806.0,1431.0,1.3716169177631856,0.9850829623394192,0
447,morning,monday,11.8,37.6,0.5184,786.0,1111.0,1258.0,705.0,-0.4383736885020959,-0.6611480971676149,0
448,morning,monday,13.9,33.2,0.5222,793.0,1133.0,1254.0,637.0,-0.4383736885020959,-0.619992320679939,0
449,morning,monday,15.6,30.1,0.5285,803.0,1105.0,1293.0,658.0,-0.4383736885020959,-0.5605450879755184,0
450,morning,monday,16.5,29.0,0.5406,786.0,1129.0,1272.0,546.0,-0.5079887118199915,-0.6382837768966839,0
451,afternoon,monday,17.5,27.9,0.5517,833.0,1070.0,1332.0,561.0,-0.3687586651842005,-0.4599420787834218,0
